program_no,order,name,score,oaorder,id,year,month,day,recordnumber,record_onlyoneprogram,oatimes,participation,standscore,oadummy,oaratio,localdummy,perform_order_temp,company,number_members,career,age,yoshimotodummy,topfive,ranking,first,second,last,ordersq,pin,nocombi,pinfirst,nocombifirst,time,vote
206,5,ﾁｮｯﾌﾟﾘﾝ,373,2,2073,2004,7,24,1,1,0,3,.015191029,1,,0,5,松竹,2,5,28.635616,0,1,5,0,0,0,25,0,0,0,0,0,.63
206,7,ﾊﾏｶｰﾝ,461,3,2074,2004,7,24,1,1,5,6,1.1291884,1,.83333331,0,7,キーストンプロ→ケイダッシュステージ[2006年9月～],2,4,27.041096,0,1,2,0,0,0,49,0,0,0,0,0,.81999999
206,9,磁石,413,5,2075,2004,7,24,1,1,6,9,.52155352,1,.66666669,0,9,三木プロダクション→フリー[2008年4月～]→ホリプロコム[2008年6月～],2,4,24.460274,0,1,4,0,0,0,81,0,0,0,0,0,.70999998
206,10,笑い飯,425,1,2076,2004,7,24,1,1,0,3,.67346221,1,,0,10,baseよしもと→よしもとクリエイティブ・エージェンシー,2,4,29.887671,1,1,3,0,0,1,100,0,0,0,0,0,.74000001
206,8,南の風,341,,2077,2004,7,24,1,1,0,0,-.38989896,0,,0,8,トゥインクル,2,5,32.194519,0,0,6,0,0,0,64,0,0,0,0,0,.56
206,6,ﾊﾟﾗｼｭｰﾄ部隊,313,,2078,2004,7,24,1,1,1,5,-.7443527,0,,0,6,ワタナベ,2,5,25.638355,0,0,8,0,0,0,36,0,0,0,0,0,.5
206,4,Bｺｰｽ,501,4,2079,2004,7,24,1,1,1,3,1.635551,1,,0,4,東京吉本,3,8,28.235617,1,1,1,0,0,0,16,0,1,0,0,0,.89999998
206,2,火災報知器,237,,2080,2004,7,24,1,1,4,11,-1.7064414,0,.36363637,0,2,太田,2,6,23.591782,0,0,10,0,1,0,4,0,0,0,0,0,.33000001
207,1,流れ星,489,3,2081,2004,9,4,1,1,2,2,.86991733,1,,0,1,ホリプロ→浅井企画,2,4,25.934246,0,1,3,1,0,0,1,0,0,0,0,0,.88
207,3,ﾊﾚﾙﾔ,461,4,2082,2004,9,4,1,1,6,12,.60047388,1,.5,0,3,ワンフォールウェスト→フリー→マセキ,2,7,28.232876,0,1,4,0,0,0,9,0,0,0,0,0,.81999999
207,5,ﾏｼﾝｶﾞﾝｽﾞ,269,,2083,2004,9,4,1,1,0,0,-1.2471383,0,,0,5,太田,2,6,28.964384,0,0,9,0,0,0,25,0,0,0,0,0,.40000001
207,7,三拍子,509,1,2084,2004,9,4,1,1,8,11,1.0623769,1,.72727275,0,7,サンミュージック,2,3,23.243835,0,1,2,0,0,0,49,0,0,0,0,0,.92000002
207,9,ﾀｲﾑﾏｼｰﾝ3号,441,5,2085,2004,9,4,1,1,3,4,.4080143,1,,0,9,ケーアッププロ→ジェイピィールーム→フリー→太田,2,5,25.161644,0,1,5,0,0,0,81,0,0,0,0,0,.76999998
207,10,ﾈｺﾞｼｯｸｽ,385,,2086,2004,9,4,1,1,1,1,-.13087258,0,,0,10,baseよしもと→東京吉本,1,3,26.205479,1,0,6,0,0,1,100,1,1,0,0,0,.64999998
207,8,ﾄｰﾀﾙﾃﾝﾎﾞｽ,349,,2087,2004,9,4,1,1,2,3,-.47729987,0,,0,8,東京吉本,2,6,29.071234,1,0,8,0,0,0,64,0,0,0,0,0,.56999999
207,6,超新塾,513,2,2088,2004,9,4,1,1,1,1,1.1008688,1,,0,6,ひばり事務所→オフィス★怪人社→ワタナベ,5,3,28.671232,0,1,1,0,0,0,36,0,1,0,0,0,.93000001
207,4,ﾋﾞｯｸｽﾓｰﾙﾝ,365,,2089,2004,9,4,1,1,1,2,-.32333219,0,,0,4,ケイダッシュ,2,3,28.309589,0,0,7,0,0,0,16,0,0,0,0,0,.61000001
207,2,ﾊﾟｯﾁﾜｰｸ,205,,2090,2004,9,4,1,1,0,1,-1.863009,0,,0,2,プライム,2,6,29.498631,0,0,10,0,1,0,4,0,0,0,0,0,.25999999
208,1,麒麟,493,1,2091,2004,9,18,1,1,9,10,.97054529,1,.89999998,0,1,baseよしもと→東京吉本[2006年10月～],2,7,25.350685,1,1,2,1,0,0,1,0,0,0,0,0,.88999999
208,3,ｷﾝｸﾞｵﾌﾞｺﾒﾃﾞｨ,433,3,2092,2004,9,18,1,1,5,10,.4702642,1,.5,0,3,人力舎,2,4,29.641096,0,1,5,0,0,0,9,0,0,0,0,0,.75999999
208,5,POISON GIRL BAND,321,,2093,2004,9,18,1,1,0,1,-.46359387,0,,0,5,東京吉本,2,4,25.273973,1,0,7,0,0,0,25,0,0,0,0,0,.50999999
208,7,ﾀｶｱﾝﾄﾞﾄｼ,521,4,2094,2004,9,18,1,1,12,12,1.2040098,1,1,0,7,札幌吉本→東京吉本,2,10,28.334246,1,1,1,0,0,0,49,0,0,0,0,0,.94999999
208,9,ﾕﾘｵｶ超特Q,481,5,2095,2004,9,18,1,1,18,24,.87048906,1,.75,0,9,人力舎→アッシュ＆ディ・コーポレーション→オイコーポレーション→クリエ→トップ・カラー,1,10,36.49041,0,1,3,0,0,0,81,1,1,0,0,0,.86000001
208,10,ﾓｼﾞﾓｼﾞﾊﾝﾀｰ,241,,2096,2004,9,18,1,1,4,7,-1.1306354,0,.5714286,0,10,ニュースタッフエージェンシー,2,6,30.358904,0,0,9,0,0,1,100,0,0,0,0,0,.34
208,8,なすなかにし,181,,2097,2004,9,18,1,1,0,3,-1.6309165,0,,0,8,松竹,2,4,25.389042,0,0,10,0,0,0,64,0,0,0,0,0,.20999999
208,6,あきげん,405,,2098,2004,9,18,1,1,0,0,.23679967,0,,0,6,マセキ,2,2,20.80274,0,0,6,0,0,0,36,0,0,0,0,0,.69999999
208,4,ﾀﾞﾌﾞﾙﾌﾞｯｷﾝｸﾞ,249,,2099,2004,9,18,1,1,0,3,-1.0639312,0,,0,4,ホリプロ→ホリプロコム,2,6,29.39452,0,0,8,0,0,0,16,0,0,0,0,0,.36000001
208,2,飛石連休,441,2,2100,2004,9,18,1,1,13,18,.53696835,1,.72222221,0,2,サンミュージック,2,4,28.945206,0,1,4,0,1,0,4,0,0,0,0,0,.76999998
209,1,ﾒｲﾝｽﾄﾘｰﾄ,425,3,2101,2004,10,2,1,1,1,2,.37419164,1,,0,1,キーストンプロ→フリー→NEET PROJECT,2,3,30.336987,0,1,4,1,0,0,1,0,0,0,0,0,.74000001
209,3,5番6番,389,5,2102,2004,10,2,1,1,6,12,-.0085042221,1,.5,0,3,タイタン,2,6,27.745205,0,1,5,0,0,0,9,0,0,0,0,0,.66000003
209,5,U字工事,385,,2103,2004,10,2,1,1,0,1,-.051025983,0,,0,5,フリー→アミーパーク→アミーパーク、漫才協会,2,6,26.361645,0,0,6,0,0,0,25,0,0,0,0,0,.64999998
209,7,ﾊﾟﾝｸﾌﾞｰﾌﾞｰ,505,1,2104,2004,10,2,1,1,5,6,1.2246269,1,.83333331,0,7,東京吉本,2,3,28.969864,1,1,2,0,0,0,49,0,0,0,0,0,.91000003
209,9,爆烈Q,229,,2105,2004,10,2,1,1,0,4,-1.7093747,0,,0,9,大滝エージェンシー田辺エージェンシー→トゥインクル,4,6,30.493151,0,0,10,0,0,0,81,0,1,0,0,0,.31
209,10,こんらんﾁｮｯﾌﾟ,349,,2106,2004,10,2,1,1,0,3,-.43372184,0,,0,10,マセキ,3,3,27.997261,0,0,7,0,0,1,100,0,1,0,0,0,.56999999
209,8,ななめ45°,517,2,2107,2004,10,2,1,1,1,2,1.3521922,1,,0,8,ホリプロコム,3,4,25.134247,0,1,1,0,0,0,64,0,1,0,0,0,.94
209,6,ﾊﾟﾀﾊﾟﾀﾏﾏ,313,,2108,2004,10,2,1,1,0,1,-.81641769,0,,0,6,福岡吉本[7期生]→東京吉本[2011年4月～],2,8,29.39452,1,0,8,0,0,0,36,0,0,0,0,0,.5
209,4,CUBE,305,,2109,2004,10,2,1,1,4,10,-.90146118,0,.40000001,0,4,人力舎,2,5,27.205479,0,0,9,0,0,0,16,0,0,0,0,0,.47999999
209,2,ｶﾝｶﾗ,481,4,2110,2004,10,2,1,1,8,12,.96949631,1,.66666669,0,2,浅井企画＝欽ちゃん劇団,5,4,35.043835,0,1,3,0,1,0,4,0,1,0,0,0,.86000001
210,1,りあるｷｯｽﾞ,409,5,2111,2004,10,16,1,1,5,7,.45101029,1,.71428573,0,1,よしもとクリエイティブ・エージェンシー,2,8,19.156164,1,1,5,1,0,0,1,0,0,0,0,0,.69999999
210,3,360°ﾓﾝｷｰｽﾞ,445,4,2112,2004,10,16,1,1,1,7,.92299783,1,.14285715,0,3,太田,2,7,28.871233,0,1,3,0,0,0,9,0,0,0,0,0,.77999997
210,5,ﾋﾞｰﾑ,321,,2113,2004,10,16,1,1,2,11,-.70273715,0,.18181819,0,5,ホリプロ→ホリプロコム,2,5,29.473972,0,0,7,0,0,0,25,0,0,0,0,0,.50999999
210,7,ｱｼﾞｱﾝ,297,,2114,2004,10,16,1,1,0,1,-1.0173955,0,,0,7,baseよしもと→よしもとクリエイティブ・エージェンシー,2,2,26.271233,1,0,8,0,0,0,49,0,0,0,0,0,.46000001
210,9,ｼｬｶ,293,,2115,2004,10,16,1,1,17,26,-1.0698386,0,.65384614,0,9,ワタナベ,2,6,30.013699,0,0,9,0,0,0,81,0,0,0,0,0,.44999999
210,10,ｷｬﾝ×ｷｬﾝ,449,1,2116,2004,10,16,1,1,12,15,.97544092,1,.80000001,0,10,オリジン→ヴィジョンファクトリー,2,5,26.306849,0,1,2,0,0,1,100,0,0,0,0,0,.79000002
210,8,ﾗﾌ･ｺﾝﾄﾛｰﾙ,393,,2117,2004,10,16,1,1,3,3,.24123801,0,,0,8,東京吉本,2,4,28.145205,1,0,6,0,0,0,64,0,0,0,0,0,.67000002
210,6,ｵｼﾞﾝｵｽﾞﾎﾞｰﾝ,425,3,2118,2004,10,16,1,1,4,7,.66078252,1,.5714286,0,6,松竹,2,5,22.80822,0,1,4,0,0,0,36,0,0,0,0,0,.74000001
210,4,北京ｹﾞﾝｼﾞ,253,,2119,2004,10,16,1,1,4,13,-1.5942693,0,.30769232,0,4,オフィス北野,2,10,30.884932,0,0,10,0,0,0,16,0,0,0,0,0,.37
210,2,東京03,461,2,2120,2004,10,16,1,1,3,3,1.1327701,1,,0,2,人力舎,3,1,30.553425,0,1,1,0,1,0,4,0,1,0,0,0,.81999999
211,1,ﾁｰﾓﾝﾁｮｰﾁｭｳ,437,5,2121,2004,11,13,1,1,0,0,.63905632,1,,0,1,東京吉本,2,4,23.468493,1,1,3,1,0,0,1,0,0,0,0,0,.76999998
211,3,東京ﾀﾞｲﾅﾏｲﾄ,341,,2122,2004,11,13,1,1,0,3,-.25265035,0,,0,3,オフィス北野→フリー→オスカープロモーション→フリー→東京吉本,2,3,27.860273,1,0,8,0,0,0,9,0,0,0,0,0,.56
211,5,磁石,373,,2123,2004,11,13,1,1,7,10,.044585221,0,.69999999,0,5,三木プロダクション→フリー[2008年4月～]→ホリプロコム[2008年6月～],2,4,24.767124,0,0,6,0,0,0,25,0,0,0,0,0,.63
211,7,ｶﾝｶﾗ,485,2,2124,2004,11,13,1,1,9,13,1.0849097,1,.69230771,0,7,浅井企画＝欽ちゃん劇団,5,4,35.158905,0,1,1,0,0,0,49,0,1,0,0,0,.87
211,9,ﾗｯｸﾁｬｯｸ,129,,2125,2004,11,13,1,1,1,2,-2.2218359,0,,0,9,ニュースタッフエージェンシー,2,4,22.967123,0,0,10,0,0,0,81,0,0,0,0,0,.1
211,10,超新塾,457,4,2126,2004,11,13,1,1,2,2,.82482857,1,,0,10,ひばり事務所→オフィス★怪人社→ワタナベ,5,3,28.863014,0,1,2,0,0,1,100,0,1,0,0,0,.81
211,8,ﾌﾞﾛｰﾄﾞｷｬｽﾄ,369,,2127,2004,11,13,1,1,2,9,.0074307756,0,.22222222,0,8,吉本東海→東京吉本,2,4,25.29863,1,0,7,0,0,0,64,0,0,0,0,0,.62
211,6,あきげん,249,,2128,2004,11,13,1,1,0,1,-1.1072025,0,,0,6,マセキ,2,2,20.956165,0,0,9,0,0,0,36,0,0,0,0,0,.36000001
211,4,ﾋﾛｼ,409,1,2129,2004,11,13,1,1,1,1,.37897521,1,,0,4,福岡吉本→ワタナベ→サンミュージック,1,1,32.769863,1,1,5,0,0,0,16,1,1,0,0,0,.69999999
211,2,18KIN,433,3,2130,2004,11,13,1,1,14,23,.60190189,1,.60869563,0,2,ワタナベ,2,7,31.09589,0,1,4,0,1,0,4,0,0,0,0,0,.75999999
212,1,ｱﾝﾀｯﾁｬﾌﾞﾙ,541,1,2131,2004,11,27,1,0,19,21,1.2995983,1,.90476191,1,1,人力舎,2,10,29.139727,0,1,1,1,0,0,1,0,0,0,0,0,.99000001
212,3,ﾋﾞｯｸｽﾓｰﾙﾝ,285,,2132,2004,11,27,1,0,1,3,-1.827255,0,,1,3,ケイダッシュ,2,3,28.539726,0,0,10,0,0,0,9,0,0,0,0,0,.43000001
212,5,ﾊﾟﾝｸﾌﾞｰﾌﾞｰ,453,5,2133,2004,11,27,1,0,6,7,.2247425,1,.85714287,1,5,東京吉本,2,3,29.123287,1,1,4,0,0,0,25,0,0,0,0,0,.80000001
212,7,ﾄｰﾀﾙﾃﾝﾎﾞｽ,377,,2134,2004,11,27,1,0,2,4,-.70354205,0,,1,7,東京吉本,2,6,29.301371,1,0,8,0,0,0,49,0,0,0,0,0,.63
212,9,ﾊﾏｶｰﾝ,417,,2135,2004,11,27,1,0,6,7,-.21497124,0,.85714287,1,9,キーストンプロ→ケイダッシュステージ[2006年9月～],2,4,27.386301,0,0,7,0,0,0,81,0,0,0,0,0,.72000003
212,10,三拍子,529,2,2136,2004,11,27,1,0,9,12,1.1530271,1,.75,1,10,サンミュージック,2,3,23.473972,0,1,2,0,0,1,100,0,0,0,0,0,.97000003
212,8,ﾀｲﾑﾏｼｰﾝ3号,517,3,2137,2004,11,27,1,0,4,5,1.0064559,1,,1,8,ケーアッププロ→ジェイピィールーム→フリー→太田,2,5,25.391781,0,1,3,0,0,0,64,0,0,0,0,0,.94
212,6,号泣,425,,2138,2004,11,27,1,0,17,26,-.11725707,0,.65384614,1,6,ホリプロ→ホリプロコム,2,8,27.183561,0,0,6,0,0,0,36,0,0,0,0,0,.74000001
212,4,星野卓也,353,,2139,2004,11,27,1,0,7,10,-.99668455,0,.69999999,1,4,マセキ,1,4,27.753426,0,0,9,0,0,0,16,1,1,0,0,0,.57999998
212,2,火災報知器,449,4,2140,2004,11,27,1,0,4,12,.17588542,1,.33333334,1,2,太田,2,6,23.936987,0,1,5,0,1,0,4,0,0,0,0,0,.79000002
213,1,ｷﾝｸﾞｵﾌﾞｺﾒﾃﾞｨ,473,2,2141,2004,12,11,2,0,6,11,.6213479,1,.54545456,1,1,人力舎,2,4,29.871233,0,1,5,1,0,0,1,0,0,0,0,0,.83999997
213,3,流れ星,493,1,2142,2004,12,11,2,0,3,3,.78315729,1,,1,3,ホリプロ→浅井企画,2,4,26.20274,0,1,3,0,0,0,9,0,0,0,0,0,.88999999
213,5,ななめ45°,497,4,2143,2004,12,11,2,0,2,3,.81551921,1,,1,5,ホリプロコム,3,4,25.326027,0,1,2,0,0,0,25,0,1,0,0,0,.89999998
213,7,南の風,529,3,2144,2004,12,11,2,0,0,1,1.0744143,1,,1,7,トゥインクル,2,5,32.578083,0,1,1,0,0,0,49,0,0,0,0,0,.97000003
213,9,ﾒｲﾝｽﾄﾘｰﾄ,321,,2145,2004,12,11,2,0,2,3,-.60840338,0,,1,9,キーストンプロ→フリー→NEET PROJECT,2,3,30.528767,0,0,7,0,0,0,81,0,0,0,0,0,.50999999
213,10,ﾁｮｯﾌﾟﾘﾝ,265,,2146,2004,12,11,2,0,1,4,-1.0614697,0,,1,10,松竹,2,5,29.019178,0,0,8,0,0,1,100,0,0,0,0,0,.38999999
213,8,千鳥,253,,2147,2004,12,11,2,0,1,5,-1.1585553,0,,1,8,baseよしもと→よしもとクリエイティブ・エージェンシー,2,4,24.849316,1,0,9,0,0,0,64,0,0,0,0,0,.37
213,6,ﾕﾘｵｶ超特Q,493,5,2148,2004,12,11,2,0,19,25,.78315729,1,.75999999,1,6,人力舎→アッシュ＆ディ・コーポレーション→オイコーポレーション→クリエ→トップ・カラー,1,10,36.720547,0,1,3,0,0,0,36,1,1,0,0,0,.88999999
213,4,ﾀﾞｲｱﾝ,197,,2149,2004,12,11,2,0,3,4,-1.6116215,0,,1,4,baseよしもと→よしもとクリエイティブ・エージェンシー,2,4,28.161644,1,0,10,0,0,0,16,0,0,0,0,0,.23999999
213,2,南野やじ,441,,2150,2004,12,11,2,0,1,2,.36245292,0,,1,2,アートウェーブ→フリー→東京吉本→フリー[2006年10月～]→アネット→プライム,1,8,28.301371,1,0,6,0,1,0,4,1,1,0,0,0,.76999998
214,1,ｱﾎﾏｲﾙﾄﾞ,381,,2151,2004,12,31,1,1,0,2,-.1926883,0,,0,1,東京吉本,2,5,26.59726,1,0,6,1,0,0,1,0,0,0,0,0,.63999999
214,3,ﾓｼﾞﾓｼﾞﾊﾝﾀｰ,337,,2152,2004,12,31,1,1,4,8,-.73616791,0,.5,0,3,ニュースタッフエージェンシー,2,6,30.643835,0,0,8,0,0,0,9,0,0,0,0,0,.55000001
214,5,ﾀｶｱﾝﾄﾞﾄｼ,505,1,2153,2004,12,31,1,1,13,13,1.338936,1,1,0,5,札幌吉本→東京吉本,2,10,28.619179,1,1,1,0,0,0,25,0,0,0,0,0,.91000003
214,7,飛石連休,481,4,2154,2004,12,31,1,1,14,19,1.0424926,1,.7368421,0,7,サンミュージック,2,4,29.230137,0,1,3,0,0,0,49,0,0,0,0,0,.86000001
214,9,ﾊﾚﾙﾔ,501,3,2155,2004,12,31,1,1,7,13,1.2895288,1,.53846157,0,9,ワンフォールウェスト→フリー→マセキ,2,7,28.556164,0,1,2,0,0,0,81,0,0,0,0,0,.89999998
214,10,5番6番,385,5,2156,2004,12,31,1,1,7,13,-.14328106,1,.53846157,0,10,タイタン,2,6,27.991781,0,1,5,0,0,1,100,0,0,0,0,0,.64999998
214,8,U字工事,273,,2157,2004,12,31,1,1,0,2,-1.5266837,0,,0,8,フリー→アミーパーク→アミーパーク、漫才協会,2,6,26.608219,0,0,10,0,0,0,64,0,0,0,0,0,.41
214,6,りあるｷｯｽﾞ,437,2,2158,2004,12,31,1,1,6,8,.49901301,1,.75,0,6,よしもとクリエイティブ・エージェンシー,2,8,19.364384,1,1,4,0,0,0,36,0,0,0,0,0,.76999998
214,4,ﾓﾝｷｰﾁｬｯｸ,321,,2159,2004,12,31,1,1,0,0,-.93379682,0,,0,4,フリー→ケイダッシュステージ,2,2,28.290411,0,0,9,0,0,0,16,0,0,0,0,0,.50999999
214,2,360°ﾓﾝｷｰｽﾞ,345,,2160,2004,12,31,1,1,2,8,-.63735342,0,.25,0,2,太田,2,7,29.079453,0,0,7,0,1,0,4,0,0,0,0,0,.56999999
215,1,あきげん,397,,2161,2005,1,1,1,1,0,2,.38176191,0,,0,1,マセキ,2,3,21.09041,0,0,6,1,0,0,1,0,0,0,0,0,.68000001
215,3,ﾈｺﾞｼｯｸｽ,401,2,2162,2005,1,1,1,1,1,2,.41158706,1,,0,3,baseよしもと→東京吉本,1,4,26.531507,1,1,5,0,0,0,9,1,1,0,0,0,.69
215,5,ﾔﾎﾟﾝｽｷｰ,409,5,2163,2005,1,1,1,1,0,0,.47123733,1,,0,5,ワタナベ,2,2,28.799999,0,1,4,0,0,0,25,0,0,0,0,0,.69999999
215,7,CUBE,149,,2164,2005,1,1,1,1,4,11,-1.4673969,0,.36363637,0,7,人力舎,2,6,27.454794,0,0,9,0,0,0,49,0,0,0,0,0,.14
215,9,なごみ堂,121,,2165,2005,1,1,1,1,0,2,-1.6761729,0,,0,9,アミーパーク,3,4,30.958904,0,0,10,0,0,0,81,0,1,0,0,0,.079999998
215,10,Wｺﾛﾝ,213,,2166,2005,1,1,1,1,0,0,-.99019462,0,,0,10,あ・うん、漫才協会、オフィスプラム[業務提携],2,1,32.054794,0,0,8,0,0,1,100,0,0,0,0,0,.28
215,8,ﾊﾏｶｰﾝ,509,1,2167,2005,1,1,1,1,6,8,1.2168659,1,.75,0,8,キーストンプロ→ケイダッシュステージ[2006年9月～],2,5,27.482191,0,1,1,0,0,0,64,0,0,0,0,0,.92000002
215,6,ｷｬﾝ×ｷｬﾝ,385,,2168,2005,1,1,1,1,13,16,.29228649,0,.8125,0,6,オリジン→ヴィジョンファクトリー,2,6,26.517809,0,0,7,0,0,0,36,0,0,0,0,0,.64999998
215,4,ﾄｰﾀﾙﾃﾝﾎﾞｽ,421,4,2169,2005,1,1,1,1,2,5,.56071275,1,,0,4,東京吉本,2,7,29.397261,1,1,3,0,0,0,16,0,0,0,0,0,.73000002
215,2,ﾁｮｯﾌﾟﾘﾝ,453,3,2170,2005,1,1,1,1,1,5,.7993139,1,,0,2,松竹,2,6,29.076712,0,1,2,0,1,0,4,0,0,0,0,0,.80000001
216,1,火災報知器,389,4,2171,2005,1,2,1,0,5,13,.29459083,1,.38461539,0,1,太田,2,7,24.035616,0,1,4,1,0,0,1,0,0,0,0,0,.66000003
216,3,どｰよ,253,,2172,2005,1,2,1,0,7,12,-1.3473912,0,.58333331,0,3,Ｋ－ＭＡＣ→サンミュージック,2,9,35.424656,0,0,9,0,0,0,9,0,0,0,0,0,.37
216,5,ﾒｲﾝｽﾄﾘｰﾄ,241,,2173,2005,1,2,1,0,2,4,-1.492272,0,,0,5,キーストンプロ→フリー→NEET PROJECT,2,4,30.589041,0,0,10,0,0,0,25,0,0,0,0,0,.34
216,7,ｶﾅﾘｱ,325,,2174,2005,1,2,1,0,0,0,-.47810662,0,,0,7,東京吉本,2,2,25.613699,1,0,7,0,0,0,49,0,0,0,0,0,.51999998
216,9,星野卓也,457,3,2175,2005,1,2,1,0,7,11,1.1155819,1,.63636363,0,9,マセキ,1,5,27.852055,0,1,2,0,0,0,81,1,1,0,0,0,.81
216,10,末高斗夢,357,,2176,2005,1,2,1,0,0,0,-.091757894,0,,0,10,Ｍ２→ホリプロコム,1,6,21.021917,0,0,6,0,0,1,100,1,1,0,0,0,.58999997
216,8,Bｺｰｽ,309,,2177,2005,1,2,1,0,2,4,-.67128098,0,,0,8,東京吉本,3,9,28.679453,1,0,8,0,0,0,64,0,1,0,0,0,.49000001
216,6,ｵｼﾞﾝｵｽﾞﾎﾞｰﾝ,453,1,2178,2005,1,2,1,0,5,8,1.0672883,1,.625,0,6,松竹,2,6,23.021917,0,1,3,0,0,0,36,0,0,0,0,0,.80000001
216,4,ﾀﾞｲｱﾝ,389,5,2179,2005,1,2,1,0,3,5,.29459083,1,,0,4,baseよしもと→よしもとクリエイティブ・エージェンシー,2,5,28.221918,1,1,4,0,0,0,16,0,0,0,0,0,.66000003
216,2,超新塾,473,2,2180,2005,1,2,1,0,3,3,1.3087562,1,,0,2,ひばり事務所→オフィス★怪人社→ワタナベ,5,4,29,0,1,1,0,1,0,4,0,1,0,0,0,.83999997
217,1,ﾗﾌﾞｶｯﾌﾟﾙ,385,,2181,2005,1,8,2,0,0,0,.087985456,0,,0,1,サンミュージック,2,1,28.772602,0,0,6,1,0,0,1,0,0,0,0,0,.64999998
217,3,18KIN,433,1,2182,2005,1,8,2,0,15,24,.6436826,1,.625,0,3,ワタナベ,2,8,31.249315,0,1,3,0,0,0,9,0,0,0,0,0,.75999999
217,5,りあるｷｯｽﾞ,361,,2183,2005,1,8,2,0,7,9,-.18986313,0,.77777779,0,5,よしもとクリエイティブ・エージェンシー,2,9,19.386301,1,0,8,0,0,0,25,0,0,0,0,0,.60000002
217,7,ヴｪｰﾄｰﾍﾞﾝ,365,,2184,2005,1,8,2,0,1,6,-.14355503,0,.16666667,0,7,松竹→フリー[2010年3月31日～]→オスカープロモーション,2,7,25.271233,0,0,7,0,0,0,49,0,0,0,0,0,.61000001
217,9,ﾄｰﾀﾙﾃﾝﾎﾞｽ,493,4,2185,2005,1,8,2,0,3,6,1.338304,1,.5,0,9,東京吉本,2,7,29.416439,1,1,1,0,0,0,81,0,0,0,0,0,.88999999
217,10,ﾊﾚﾙﾔ,421,5,2186,2005,1,8,2,0,8,14,.5047583,1,.5714286,0,10,ワンフォールウェスト→フリー→マセキ,2,8,28.578083,0,1,4,0,0,1,100,0,0,0,0,0,.73000002
217,8,ｷﾝｸﾞｵﾌﾞｺﾒﾃﾞｨ,393,2,2187,2005,1,8,2,0,7,12,.18060164,1,.58333331,0,8,人力舎,2,5,29.947945,0,1,5,0,0,0,64,0,0,0,0,0,.67000002
217,6,赤P-MAN,237,,2188,2005,1,8,2,0,0,0,-1.6254141,0,,0,6,オフィス北野,1,1,34.361645,0,0,9,0,0,0,36,1,1,0,0,0,.33000001
217,4,ﾋﾞｰﾑ,229,,2189,2005,1,8,2,0,2,12,-1.7180303,0,.16666667,0,4,ホリプロ→ホリプロコム,2,6,29.704109,0,0,10,0,0,0,16,0,0,0,0,0,.31
217,2,360°ﾓﾝｷｰｽﾞ,457,3,2190,2005,1,8,2,0,2,9,.9215312,1,.22222222,0,2,太田,2,8,29.10137,0,1,2,0,1,0,4,0,0,0,0,0,.81
218,1,ﾛｹｯﾄ団,481,1,2191,2005,1,22,1,0,2,8,.94702017,1,.25,1,1,トービック、漫才協会、落語協会→グレープカンパニー、漫才協会、落語協会,2,5,29.147945,0,1,3,1,0,0,1,0,0,0,0,0,.86000001
218,3,ふうらいぼう｡,177,,2192,2005,1,22,1,0,0,4,-1.4845183,0,,1,3,ケーエープロダクション→ソーレアリア,2,4,29.032877,0,0,9,0,0,0,9,0,0,0,0,0,.2
218,5,お先にどうぞ,253,,2193,2005,1,22,1,0,0,0,-.87663364,0,,1,5,ドリームアクション→NEET PROJECT,2,6,26.89863,0,0,8,0,0,0,25,0,0,0,0,0,.37
218,7,東京03,381,,2194,2005,1,22,1,0,4,4,.14717202,0,,1,7,人力舎,3,2,30.821918,0,0,6,0,0,0,49,0,1,0,0,0,.63999999
218,9,ﾁｰﾓﾝﾁｮｰﾁｭｳ,385,4,2195,2005,1,22,1,0,1,1,.17916594,1,,1,9,東京吉本,2,5,23.660275,1,1,5,0,0,0,81,0,0,0,0,0,.64999998
218,10,ﾗｯｸﾁｬｯｸ,173,,2196,2005,1,22,1,0,1,3,-1.5165122,0,,1,10,ニュースタッフエージェンシー,2,5,23.158905,0,0,10,0,0,1,100,0,0,0,0,0,.19
218,8,さくらんぼﾌﾞｰﾋﾞｰ,341,,2197,2005,1,22,1,0,2,6,-.17276725,0,.33333334,1,8,サンミュージック,2,6,27.260275,0,0,7,0,0,0,64,0,0,0,0,0,.56
218,6,ﾊｲｷﾝｸﾞｳｫｰｷﾝｸﾞ,509,2,2198,2005,1,22,1,0,0,0,1.1709777,1,,1,6,東京吉本,2,4,29.367123,1,1,1,0,0,0,36,0,0,0,0,0,.92000002
218,4,麒麟,489,3,2199,2005,1,22,1,0,10,11,1.011008,1,.90909094,1,4,baseよしもと→東京吉本[2006年10月～],2,8,25.69589,1,1,2,0,0,0,16,0,0,0,0,0,.88
218,2,ﾁｮｯﾌﾟﾘﾝ,437,5,2200,2005,1,22,1,0,2,6,.59508699,1,.33333334,1,2,松竹,2,6,29.134247,0,1,4,0,1,0,4,0,0,0,0,0,.76999998
219,1,名刀長塚,301,,2201,2005,2,5,2,0,1,3,-.43866581,0,,1,1,大川興業,1,3,29.726027,0,0,7,1,0,0,1,1,1,1,1,0,.47
219,3,磁石,525,1,2202,2005,2,5,2,0,7,11,1.2672565,1,.63636363,1,3,三木プロダクション→フリー[2008年4月～]→ホリプロコム[2008年6月～],2,5,24.997261,0,1,1,0,0,0,9,0,0,0,0,0,.95999998
